id,title,body,rating,submitted_at,reviewer_title,product_name
g2-flo-052,Onboarding issue,Cannot nest subtasks more than two levels deep. Context: Onboarding workflow on Flowdesk.,4,2026-05-19T15:39:00.000Z,Customer Success,Flowdesk
g2-flo-053,Permissions issue,SSO setup docs are outdated and broke our Okta trial. Context: Permissions workflow on Flowdesk.,6,2026-05-18T16:46:00.000Z,VP Operations,Flowdesk
g2-flo-054,Mobile Sync issue,Calendar integration drops recurring meetings randomly. Context: Mobile Sync workflow on Flowdesk.,4,2026-05-17T17:53:00.000Z,Analyst,Flowdesk
g2-flo-055,Considering alternatives — Notifications,Third escalation this month about permissions — considering Monday.com,4,2026-05-16T08:00:00.000Z,Product Manager,Flowdesk
g2-flo-056,Considering alternatives — Templates,Repeated complaint: guests see private threads. Escalating to our VP,2,2026-05-15T09:07:00.000Z,Engineering Lead,Flowdesk
g2-flo-057,Great onboarding experience,Love the clean board view — finally replaced our sticky-note chaos,10,2026-05-14T10:14:00.000Z,Customer Success,Flowdesk
g2-flo-058,Great permissions experience,Templates saved our team hours when spinning up new client projects,8,2026-05-13T11:21:00.000Z,VP Operations,Flowdesk
g2-flo-059,Mobile Sync is okay,Mobile Sync works for basic use but lacks polish compared to alternatives. Ticket #1062.,6,2026-05-12T12:28:00.000Z,Analyst,Flowdesk
g2-flo-060,Notifications issue,Push notifications fire twice for the same task assignment. Context: Notifications workflow on Flowdesk.,4,2026-05-11T13:35:00.000Z,Product Manager,Flowdesk
g2-flo-061,Templates issue,Project templates cannot be shared across workspaces. Context: Templates workflow on Flowdesk.,6,2026-05-10T14:42:00.000Z,Engineering Lead,Flowdesk
g2-flo-062,Onboarding issue,Cannot nest subtasks more than two levels deep. Context: Onboarding workflow on Flowdesk.,4,2026-05-09T15:49:00.000Z,Customer Success,Flowdesk
g2-flo-063,Permissions issue,SSO setup docs are outdated and broke our Okta trial. Context: Permissions workflow on Flowdesk.,6,2026-05-08T16:56:00.000Z,VP Operations,Flowdesk
g2-flo-064,Mobile Sync issue,Calendar integration drops recurring meetings randomly. Context: Mobile Sync workflow on Flowdesk.,4,2026-05-07T17:03:00.000Z,Analyst,Flowdesk
g2-flo-065,Considering alternatives — Notifications,We are evaluating Asana because onboarding still takes a full week,4,2026-05-06T08:10:00.000Z,Product Manager,Flowdesk
g2-flo-066,Considering alternatives — Templates,If mobile sync is not fixed we will cancel at renewal,2,2026-05-05T09:17:00.000Z,Engineering Lead,Flowdesk
g2-flo-067,Great onboarding experience,Love the clean board view — finally replaced our sticky-note chaos,10,2026-05-04T10:24:00.000Z,Customer Success,Flowdesk
g2-flo-068,Great permissions experience,Templates saved our team hours when spinning up new client projects,8,2026-05-03T11:31:00.000Z,VP Operations,Flowdesk
g2-flo-069,Mobile Sync is okay,Mobile Sync works for basic use but lacks polish compared to alternatives. Ticket #1072.,6,2026-05-02T12:38:00.000Z,Analyst,Flowdesk
g2-flo-070,Notifications issue,Push notifications fire twice for the same task assignment. Context: Notifications workflow on Flowdesk.,4,2026-05-01T13:45:00.000Z,Product Manager,Flowdesk
g2-flo-071,Templates issue,Project templates cannot be shared across workspaces. Context: Templates workflow on Flowdesk.,6,2026-04-30T14:52:00.000Z,Engineering Lead,Flowdesk
g2-flo-072,Onboarding issue,Cannot nest subtasks more than two levels deep. Context: Onboarding workflow on Flowdesk.,4,2026-04-29T15:59:00.000Z,Customer Success,Flowdesk
g2-flo-073,Permissions issue,SSO setup docs are outdated and broke our Okta trial. Context: Permissions workflow on Flowdesk.,6,2026-04-28T16:06:00.000Z,VP Operations,Flowdesk
g2-flo-074,Mobile Sync issue,Calendar integration drops recurring meetings randomly. Context: Mobile Sync workflow on Flowdesk.,4,2026-04-27T17:13:00.000Z,Analyst,Flowdesk
g2-flo-075,Considering alternatives — Notifications,Third escalation this month about permissions — considering Monday.com,4,2026-04-26T08:20:00.000Z,Product Manager,Flowdesk
