id,title,body,rating,submitted_at,reviewer_title,product_name
g2-tra-051,Forecasting issue,Pipeline board freezes when we have more than 2k open deals. Context: Forecasting workflow on Trackr.,6,2026-05-20T14:32:00.000Z,Engineering Lead,Trackr
g2-tra-052,Reporting issue,Forecast categories ignore probability overrides set by managers. Context: Reporting workflow on Trackr.,4,2026-05-19T15:39:00.000Z,Customer Success,Trackr
g2-tra-053,Integrations issue,HubSpot import drops custom fields silently. Context: Integrations workflow on Trackr.,6,2026-05-18T16:46:00.000Z,VP Operations,Trackr
g2-tra-054,Deal Pipeline issue,Cannot filter won deals by competitor displaced. Context: Deal Pipeline workflow on Trackr.,4,2026-05-17T17:53:00.000Z,Analyst,Trackr
g2-tra-055,Considering alternatives — Email Sync,Repeated complaint about pipeline freezes — ops wants to switch,4,2026-05-16T08:00:00.000Z,Product Manager,Trackr
g2-tra-056,Considering alternatives — Forecasting,Looking at Pipedrive because custom reports are still impossible,2,2026-05-15T09:07:00.000Z,Engineering Lead,Trackr
g2-tra-057,Great reporting experience,Deal timeline view is the best we have used in any CRM,10,2026-05-14T10:14:00.000Z,Customer Success,Trackr
g2-tra-058,Great integrations experience,Forecast rollups finally match what finance expects,8,2026-05-13T11:21:00.000Z,VP Operations,Trackr
g2-tra-059,Deal Pipeline is okay,Deal Pipeline works for basic use but lacks polish compared to alternatives. Ticket #1062.,6,2026-05-12T12:28:00.000Z,Analyst,Trackr
g2-tra-060,Email Sync issue,Email tracking misses threads from our Google Workspace alias. Context: Email Sync workflow on Trackr.,4,2026-05-11T13:35:00.000Z,Product Manager,Trackr
g2-tra-061,Forecasting issue,Pipeline board freezes when we have more than 2k open deals. Context: Forecasting workflow on Trackr.,6,2026-05-10T14:42:00.000Z,Engineering Lead,Trackr
g2-tra-062,Reporting issue,Forecast categories ignore probability overrides set by managers. Context: Reporting workflow on Trackr.,4,2026-05-09T15:49:00.000Z,Customer Success,Trackr
g2-tra-063,Integrations issue,HubSpot import drops custom fields silently. Context: Integrations workflow on Trackr.,6,2026-05-08T16:56:00.000Z,VP Operations,Trackr
g2-tra-064,Deal Pipeline issue,Cannot filter won deals by competitor displaced. Context: Deal Pipeline workflow on Trackr.,4,2026-05-07T17:03:00.000Z,Analyst,Trackr
g2-tra-065,Considering alternatives — Email Sync,Sales leadership is piloting HubSpot — reporting gaps are the reason,4,2026-05-06T08:10:00.000Z,Product Manager,Trackr
g2-tra-066,Considering alternatives — Forecasting,We will not renew if Salesforce sync keeps duplicating accounts,2,2026-05-05T09:17:00.000Z,Engineering Lead,Trackr
g2-tra-067,Great reporting experience,Deal timeline view is the best we have used in any CRM,10,2026-05-04T10:24:00.000Z,Customer Success,Trackr
g2-tra-068,Great integrations experience,Forecast rollups finally match what finance expects,8,2026-05-03T11:31:00.000Z,VP Operations,Trackr
g2-tra-069,Deal Pipeline is okay,Deal Pipeline works for basic use but lacks polish compared to alternatives. Ticket #1072.,6,2026-05-02T12:38:00.000Z,Analyst,Trackr
g2-tra-070,Email Sync issue,Email tracking misses threads from our Google Workspace alias. Context: Email Sync workflow on Trackr.,4,2026-05-01T13:45:00.000Z,Product Manager,Trackr
g2-tra-071,Forecasting issue,Pipeline board freezes when we have more than 2k open deals. Context: Forecasting workflow on Trackr.,6,2026-04-30T14:52:00.000Z,Engineering Lead,Trackr
g2-tra-072,Reporting issue,Forecast categories ignore probability overrides set by managers. Context: Reporting workflow on Trackr.,4,2026-04-29T15:59:00.000Z,Customer Success,Trackr
g2-tra-073,Integrations issue,HubSpot import drops custom fields silently. Context: Integrations workflow on Trackr.,6,2026-04-28T16:06:00.000Z,VP Operations,Trackr
g2-tra-074,Deal Pipeline issue,Cannot filter won deals by competitor displaced. Context: Deal Pipeline workflow on Trackr.,4,2026-04-27T17:13:00.000Z,Analyst,Trackr
g2-tra-075,Considering alternatives — Email Sync,Repeated complaint about pipeline freezes — ops wants to switch,4,2026-04-26T08:20:00.000Z,Product Manager,Trackr
